track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,timesig,popularity,duration_ms,year_released
0p5zJBYoJOzVLBiDeA0PvS,0.57,0.241,4,-12.138,1,0.0473,0.948,0.0224,0.111,0.543,115.352,3,51,181892,1939
4jh6QSj0uHqxTEU1o0DmB6,0.654,0.175,2,-17.286,1,0.0517,0.988,0.0202,0.0964,0.521,77.484,4,26,184800,1969
4SzvlUfcualqndA5MyOcDe,0.471,0.575,0,-7.473,1,0.0269,0.0179,0.00492,0.0624,0.666,176.697,4,41,260333,1992
72E7HWK0VXsxGkHFsvETue,0.489,0.335,2,-16.183,0,0.0402,0.881,0.409,0.0792,0.915,102.78,4,15,200266,1960
1nrHwioVJaWCNbyHNdTimS,0.58,0.359,5,-16.573,0,0.0324,0.499,0.000677,0.113,0.809,110.873,4,22,226026,1962
5ygzu1GVY7wnjOvvvfamJ0,0.853,0.64,4,-7.706,1,0.0332,0.375,0.000977,0.265,0.867,125.455,4,40,204893,1998
4K9EXrwWx30dGYs4YltSRd,0.665,0.539,11,-10.09,0,0.0296,0.875,0.824,0.0789,0.433,100.232,4,24,541706,1994
33eBNXQ89f4tboJ5fBMv3i,0.432,0.356,5,-18.018,1,0.0424,0.49,0.907,0.0985,0.824,99.656,4,27,132240,1974
5OZ8dJfpXiwxAeDCCIGqhm,0.741,0.413,9,-7.466,0,0.0535,0.984,0.825,0.185,0.889,93.53,4,7,168720,1970
6ZgaUtMlUzUf7SqbUUnfbu,0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77,4,56,644013,1958
3ZSuRmC6TU94ZiHbSaCVWV,0.63,0.314,9,-12.21,1,0.0976,0.483,2.74e-05,0.0814,0.756,79.281,4,5,182493,1967
0bShFUiYzRjK2n9Fvpm9Zz,0.629,0.546,2,-11.656,0,0.0273,0.381,0.0034,0.116,0.281,127.525,4,45,346600,1992
6BmigYi3LRJ77xibqSX6OV,0.605,0.138,8,-16.472,1,0.112,0.748,0.0923,0.206,0.385,90.185,4,35,270200,1958
1cq7KDth0JWgMoLEiO10OW,0.612,0.404,0,-12.097,0,0.0778,0.501,0.809,0.0611,0.965,179.596,4,32,194240,1997
4ttUzFCVnlOmopuzM4oEUJ,0.692,0.191,5,-13.891,0,0.0416,0.985,0.844,0.163,0.687,95.05,4,24,163906,1955
3ujbZ2FGIoTQG3v07tmV2D,0.63,0.32,0,-10.566,1,0.0464,0.558,3.88e-06,0.0903,0.348,122.517,4,43,474626,1957
0QoAe4gjLdRTPZojdHy2LH,0.742,0.712,9,-7.16,0,0.0442,0.112,0.846,0.108,0.5,98.565,4,10,341906,1994
5rGF96eFDF8u5cAZgG8fUD,0.682,0.313,0,-13.533,1,0.039,0.776,0.000427,0.085,0.681,100.296,4,45,255400,1996
7qng04TxKtVVTEXksO9onu,0.622,0.423,0,-11.956,0,0.0333,0.606,0.000429,0.154,0.429,74.003,4,17,344066,1996
3MaqEiVpKGxqd2JhMH9xR7,0.608,0.812,7,-12.318,0,0.0422,0.45,0.731,0.26,0.889,107.67,4,46,711133,1974
7D0Vzk7rZ6ncTFZj3AqT84,0.741,0.572,9,-9.415,1,0.0456,0.957,0.707,0.107,0.96,112.832,4,45,158013,1970
7C5H6zKrdq4ru5kiokkXGY,0.633,0.477,8,-15.441,1,0.0361,0.23,0.338,0.324,0.827,97.576,4,21,299426,1999
63vUX4fixN873tbuAfUbaH,0.599,0.546,10,-8.866,1,0.0328,0.766,1.91e-06,0.104,0.493,85.321,4,53,160360,1996
0sCeNwt8xRCMR4NhKpMyBe,0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,4,61,333946,1964
33wrvvpayAUKPPSVkcib2D,0.634,0.0454,10,-25.172,1,0.0627,0.966,0.139,0.104,0.557,117.155,4,38,192254,1977
4wpZadyjV07oPn5RyHqkRl,0.507,0.379,5,-17.296,0,0.0771,0.846,0.296,0.117,0.724,123.792,4,37,319066,1976
6yYGrFfc595ggAwsYpH13v,0.438,0.476,6,-12.558,0,0.0361,0.449,0.255,0.0903,0.434,111.717,4,56,655440,1972
0y2QzIC1avdAqTbo0qrDJB,0.681,0.32,11,-16.073,1,0.0364,0.686,0.0939,0.145,0.329,110.147,4,39,231800,1968
0bBf99CRawM4HJ51gzEKLf,0.38,0.369,2,-16.349,0,0.0574,0.807,0.0397,0.111,0.475,82.951,4,30,308106,1970
5JhHBvu41PEkDQLtUy0I2g,0.562,0.288,9,-14.491,0,0.0371,0.788,0.163,0.271,0.426,108.558,4,33,523906,1965
3Uxcbkwz46Frg3hRWaxTyt,0.592,0.112,2,-17.667,1,0.0463,0.964,0.588,0.126,0.562,101.794,4,39,189733,1995
0u2CGItUO2jYEiFaXD7n5S,0.333,0.422,5,-15.171,0,0.0527,0.716,4.13e-05,0.0455,0.553,97.305,4,57,291760,1977
0kcYhUfAlMlvx6xiZg2CQa,0.688,0.279,7,-11.378,1,0.0471,0.983,0.913,0.0554,0.678,142.267,4,22,175333,1988
0jlzkFpfOgd1GPjpPMR4CX,0.743,0.695,10,-10.272,1,0.0316,0.584,0.838,0.333,0.97,121.678,4,15,194440,1991
7MF7QAodbGzNYav5ZfIhAY,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,4,72,279333,1973
18A1V1vsy5YgHFqb4galTw,0.803,0.335,8,-13.331,1,0.0451,0.579,0.0128,0.0849,0.786,132.682,4,55,330440,1963
1jf3wYtynxiPOdhqAp3cUN,0.341,0.0446,10,-18.109,1,0.0348,0.909,0.00785,0.157,0.128,174.365,3,54,258106,1962
5ZoDwIP1ntHwciLjydJ8X2,0.574,0.507,6,-11.343,1,0.0258,0.228,4.57e-06,0.279,0.514,101.085,4,65,173306,1969
1OiL4Phsx6b6qJPgQhOV2X,0.663,0.316,0,-10.52,1,0.0386,0.511,0.0,0.213,0.473,116.139,4,31,153866,1956
2pSRXkk8gdoePrCaNHT8rX,0.569,0.114,2,-28.756,1,0.0489,0.854,0.866,0.109,0.879,135.068,4,41,71266,1958
6t9tJuOqjwmyHEbmI0cVKs,0.626,0.575,8,-11.131,1,0.0885,0.806,3.34e-05,0.166,0.793,133.847,4,29,181493,1945
12sRJfGKwQ3mWWECnZK0GE,0.819,0.856,2,-7.237,1,0.0322,0.097,0.00404,0.33,0.793,123.325,4,42,712666,1977
0WSlOSMLJWoWUpWci9nnRb,0.507,0.763,0,-12.732,1,0.0945,0.172,0.886,0.324,0.708,176.193,4,63,186853,1969
1b7tZPt3S2UN6OrPUBqGCp,0.597,0.859,11,-6.343,0,0.0373,0.506,2.13e-06,0.187,0.908,172.968,4,43,192600,1972
7I4a4qeYHd0P2Bt69aghzG,0.573,0.398,7,-15.503,0,0.0601,0.722,0.0043,0.0884,0.761,123.638,4,9,458146,1964
10vkYRKw6Jjr7try1ir50G,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,4,68,172320,1971
7CrSoUZrxeJRAxkdX4gODQ,0.617,0.263,3,-10.567,1,0.0394,0.972,0.925,0.149,0.426,86.58,4,13,181800,1990
7stpeZplK3IUyiIFBE9UIU,0.741,0.299,0,-14.629,1,0.059,0.924,7.22e-05,0.154,0.881,118.032,4,36,147733,1997
4t6NQkpUmvpvLDCkl3XuwA,0.656,0.65,0,-11.643,1,0.0574,0.634,0.0147,0.161,0.931,146.268,3,50,157040,1970
1T2XuNscdmIe9XCfjkEoRl,0.459,0.474,0,-8.617,1,0.0262,0.368,0.854,0.145,0.392,77.011,4,38,162500,1970
0CJqOkzxhJXowtUC67ThsF,0.737,0.316,0,-12.356,0,0.0913,0.739,0.732,0.0903,0.606,128.531,4,23,272133,1999
6srjd0H3jKYSvTqqYm98SW,0.621,0.197,7,-14.483,1,0.0573,0.99,0.878,0.152,0.569,120.196,4,23,214000,1954
5HExLlrqh78POaFYQDvB2B,0.725,0.291,4,-14.016,1,0.0318,0.669,0.659,0.116,0.34,124.476,4,46,175826,1966
2kF9Ijd7I2Kk2P4bYqUmzG,0.652,0.356,5,-13.733,0,0.0419,0.546,0.000103,0.132,0.56,148.822,4,54,242346,1963
4d4yVNYVwxrNsy5ukJ4QTJ,0.639,0.826,7,-7.85,0,0.0637,0.0971,0.00487,0.337,0.876,118.932,4,35,235200,1980
0sjxRg1VlYfx4YG7uxurrq,0.42,0.398,6,-9.13,0,0.0296,0.755,0.000537,0.172,0.364,88.897,3,67,155026,1965
1bjsY3PhAM8XIprIeBR1p7,0.607,0.153,10,-15.747,0,0.0788,0.682,5.87e-06,0.145,0.641,114.524,4,4,120760,1995
5aPVQqYEEZKREbFRxLiAp5,0.507,0.365,6,-10.733,1,0.0378,0.742,0.00807,0.101,0.469,91.182,4,55,356560,1976
676Rf0qIOh2gKNEl9TnCOx,0.59,0.737,7,-5.867,1,0.0384,0.404,0.0,0.108,0.877,132.966,4,64,164160,1966
1qfDfZAvrkSAFrAR2FTQDv,0.731,0.312,4,-14.939,0,0.0878,0.593,1.69e-06,0.111,0.578,82.366,4,63,121080,1971
6c43P6dajhlC62yCOxkWKf,0.387,0.122,5,-14.368,1,0.0374,0.955,0.878,0.183,0.508,134.927,4,32,194173,1989
7oqRgmMGAyFTjSFmmwJi1V,0.656,0.545,1,-9.744,1,0.0891,0.956,0.739,0.548,0.882,91.94,3,0,190360,1998
4VfaGfeqoT1xtIAYGvz78U,0.311,0.0192,3,-22.942,1,0.0302,0.959,0.0,0.118,0.143,77.57,4,28,145266,1960
69Gds325yLxpRANE5yfk26,0.619,0.585,0,-10.682,1,0.0444,0.185,0.714,0.144,0.723,165.08,4,19,120573,1964
5ADR9ijONkxjaiGbG2CXnw,0.536,0.452,5,-10.073,1,0.0444,0.824,0.0,0.56,0.719,136.674,4,24,120160,1965
7KMILVTQdVS4zQ8ilTcpRO,0.487,0.716,9,-17.689,0,0.0463,0.233,0.00445,0.113,0.819,120.795,4,53,279200,1971
1yH38D8E6zCcdmJh0LB8TW,0.566,0.65,5,-8.772,1,0.0929,0.382,0.00196,0.185,0.804,118.463,4,11,234226,1966
42OEJQjNljHZxqHhHzM64O,0.557,0.397,10,-11.475,0,0.0462,0.761,3.83e-05,0.16,0.688,80.903,4,13,160826,1958
79nMHWTfds6KJu5zWQbQ4n,0.52,0.0206,2,-22.868,0,0.0486,0.961,0.000435,0.0981,0.109,118.424,4,51,230066,1960
3YhIfL4Q0eCiixZXRNGcFC,0.578,0.747,11,-11.651,1,0.173,0.178,0.00395,0.97,0.744,130.143,4,14,236666,1971
5FWn20xrAQ1IdbA8Dml6pj,0.46,0.379,3,-12.862,1,0.0402,0.811,0.866,0.552,0.61,79.53,4,57,193573,1997
2ok60XQkeCE7EuEJB8OJNU,0.799,0.129,1,-19.363,1,0.0801,0.985,0.794,0.191,0.626,106.477,4,21,166466,1991
03md542JmRUxarQtBj2AT3,0.393,0.0816,7,-20.227,1,0.0352,0.987,0.0253,0.11,0.115,117.634,4,11,345838,1994
5LJMtMHR40RMXdRllAJt6b,0.405,0.0501,9,-24.364,0,0.0345,0.899,0.0807,0.0892,0.158,103.014,4,11,681533,1980
4Cv6ongCvJy9JfSkWVnb5D,0.847,0.389,9,-15.362,0,0.0569,0.0753,1.2e-05,0.0471,0.968,111.52,4,57,293666,1981
1WPqawIF9HCKfSOt7mN6X0,0.606,0.815,2,-9.377,0,0.0485,0.104,0.00566,0.0515,0.877,129.34,4,62,181640,1965
15rFZGjyvQ7vMVWgpxsBUa,0.389,0.3,0,-14.656,0,0.0298,0.818,0.939,0.115,0.488,149.192,4,47,162706,1967
2VwRmAIjgmwNPDh4eMK1EH,0.619,0.803,3,-3.521,0,0.0317,0.0703,0.0,0.27,0.73,119.538,4,43,179666,1997
3GusxlAtcihUNpbbSijVeR,0.404,0.105,5,-21.217,1,0.034,0.773,2.78e-05,0.18,0.179,104.642,3,40,318106,1969
4q5OaCo45aCRON35PheiKv,0.633,0.584,8,-10.164,1,0.0419,0.698,0.404,0.187,0.914,109.02,4,22,297506,1961
0VbYwcOK8ccCytSyiJMz6h,0.551,0.162,0,-12.255,1,0.0399,0.875,5.78e-06,0.528,0.456,89.306,4,22,191800,1991
19L982Q1nYkPy75bkyW4wL,0.451,0.742,7,-11.359,1,0.0519,0.615,0.0,0.704,0.85,174.405,4,11,230733,1963
1PTfB3maUTw9LrpjuoqKSo,0.57,0.438,10,-9.928,0,0.0404,0.189,6.24e-06,0.101,0.425,89.246,4,36,237120,1973
5q3oGGjP28qdrC6lIf0hbR,0.424,0.473,1,-10.755,1,0.0316,0.0196,0.831,0.738,0.823,114.249,4,42,136373,1962
18r0Dzee1Fmiz1v2lMfIvW,0.462,0.343,11,-13.367,1,0.119,0.817,0.0,0.0876,0.84,175.977,4,43,201390,1958
5ENcbvCQWpktbsOcOT0Tm5,0.575,0.503,10,-17.922,1,0.0391,0.749,0.958,0.529,0.931,86.408,4,19,141173,1988
3EpJ36yrwkPvlUXKeQa7ca,0.746,0.529,9,-10.293,0,0.0312,0.714,0.000636,0.108,0.839,130.531,4,35,186960,1966
5qfEAELRtcWyKjaheHHWQb,0.554,0.0434,11,-18.581,0,0.0432,0.956,0.000447,0.106,0.238,91.432,4,50,153253,1958
6LzjgzpVl0hB3YrBU1b8Z1,0.736,0.354,1,-14.709,1,0.0475,0.579,0.0103,0.0757,0.62,97.924,4,64,194866,1973
5ujLWtbpgNyQU7CGmxLsoe,0.552,0.21,10,-13.987,1,0.0399,0.991,0.897,0.219,0.605,82.624,4,4,179493,1953
6Kr25pa3pTd4no3yA0EcW1,0.417,0.0644,4,-19.687,0,0.0359,0.971,0.000134,0.126,0.138,113.713,4,46,191960,1993
6GV4qDo0rsamI1XitBnFCs,0.369,0.619,1,-12.648,1,0.0525,0.785,0.0348,0.108,0.579,166.137,4,42,439893,1954
54foBHYL7zwkEamuo2rtal,0.354,0.0524,11,-17.253,1,0.0335,0.959,0.0344,0.107,0.239,88.281,4,43,190493,1992
2nIiT8xi1XBGymLEk8IPII,0.587,0.861,0,-8.726,1,0.0408,0.0682,0.336,0.354,0.782,109.866,4,0,230933,1999
745H5CctFr12Mo7cqa1BMH,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,4,79,165000,1965
0SxFyA4FqmEQqZVuAlg8lf,0.311,0.0264,0,-21.644,1,0.037,0.731,0.00205,0.156,0.139,120.653,4,65,260666,1969
6cZfUYHBa8LJ6GcnWUQ7B6,0.646,0.326,10,-15.245,1,0.0395,0.987,0.798,0.122,0.804,113.918,4,18,199933,1926
2AFLjcssAvJq62eeHZ0Q4q,0.461,0.00861,9,-28.227,0,0.0345,0.991,0.146,0.104,0.103,79.975,4,50,200600,1989
6DgyTKQ5NCYPcrZ8b3vaaf,0.705,0.338,5,-14.306,0,0.115,0.854,3.48e-06,0.0931,0.647,96.098,4,1,184426,1975
6rLqjzGV5VMLDWEnuUqi8q,0.556,0.57,2,-9.472,1,0.0393,0.0118,0.000526,0.198,0.304,126.01,4,68,165226,1965
7kgKDLJ2e9UzHK5TQDJALp,0.494,0.486,3,-10.049,1,0.0453,0.991,0.883,0.414,0.883,124.682,4,6,187840,1992
0KpMY3D2G8253VTZbDBUmA,0.751,0.714,10,-11.614,1,0.0374,0.317,0.0,0.639,0.935,124.379,4,56,186093,1972
0Jw3cPBXlGnA6DEJrZSTI0,0.551,0.722,5,-9.247,0,0.0529,0.571,0.000306,0.629,0.821,153.181,4,59,166589,1962
6j3N3u0uHDGrfqCrTNc1Uu,0.276,0.493,5,-8.826,1,0.033,0.0688,0.18,0.218,0.555,93.365,4,50,129680,1958
7htOcTS8k7OrIIsG8uU6na,0.503,0.0453,5,-19.342,1,0.0405,0.977,0.000326,0.138,0.149,113.15,4,23,228666,1993
1IGlTZKX4jOEV01ux8BbbU,0.583,0.235,3,-11.151,0,0.0431,0.933,3.28e-05,0.249,0.855,162.321,4,18,180066,1933
23OvK9AlKo3Se4xcAMDwUY,0.574,0.283,2,-8.461,1,0.0303,0.886,0.0,0.124,0.546,117.368,4,21,151093,1959
3TerEwVP6zs2QrsCoG0yFK,0.623,0.367,2,-10.81,0,0.0456,0.761,5.36e-06,0.1,0.571,82.833,4,28,527093,1963
1GiroL0v67vAxyTb6iU2wV,0.412,0.812,0,-7.372,1,0.0672,0.378,0.168,0.711,0.848,166.719,4,37,206560,1966
2nuD3zk0lrBx1pfJ78jdA1,0.845,0.519,0,-11.498,1,0.0685,0.118,0.507,0.0716,0.751,102.71,4,46,408706,1977
1jf3wYtynxiPOdhqAp3cUN,0.341,0.0446,10,-18.109,1,0.0348,0.909,0.00785,0.157,0.128,174.365,3,54,258106,1962
2svD20rFaTIFzJvtOmvveY,0.657,0.407,10,-10.871,1,0.0301,0.793,0.000271,0.0864,0.567,125.814,4,34,196106,1992
3OCnIdq9AEk99tOWzvaEwr,0.465,0.221,5,-17.171,0,0.0569,0.904,0.9,0.107,0.707,111.211,4,10,162360,1938
4RxFlIA7YTyy7l1FHTZtyZ,0.505,0.653,10,-8.779,1,0.0525,0.816,0.679,0.361,0.564,119.392,4,15,125813,1958
1E4B12FBgJpAlQWFGAWyxA,0.604,0.634,4,-11.201,1,0.0336,0.0173,0.113,0.103,0.817,100.988,4,29,184506,1992
2LaY9IJz8gDzXqNe2xvE3j,0.498,0.0602,9,-24.901,0,0.0479,0.946,0.751,0.0849,0.189,117.759,5,35,346666,1964
2YpFqDBaS0BmLivE4XfSNX,0.496,0.0441,6,-24.042,1,0.0452,0.995,0.953,0.105,0.411,74.646,4,2,212320,1965
4Ce66JznW8QbeyTdSzdGwR,0.581,0.672,8,-8.279,1,0.0602,0.104,0.856,0.0458,0.808,111.154,4,55,941360,1973
7qfgUKBfJuX67fzlaucNOX,0.301,0.377,7,-13.495,0,0.0365,0.842,9.43e-06,0.153,0.433,109.83,4,31,138893,1963
5kYM2prG1WmsbPMWnjQGut,0.382,0.0157,7,-22.938,0,0.0366,0.989,0.0439,0.157,0.124,77.686,3,37,178800,1959
6CpHznEM3XknffOqhduhg0,0.624,0.272,5,-10.26,0,0.0728,0.954,1.57e-06,0.434,0.563,97.965,4,44,186573,1955
0kUYnVS6z9YhL22l9pDDcB,0.478,0.231,4,-18.064,0,0.0302,0.869,0.919,0.101,0.136,74.937,4,45,309200,1970
16nJl8NnriCJxraco5Zssm,0.457,0.548,5,-12.486,0,0.0551,0.111,0.00016,0.103,0.76,88.8,4,50,440840,1959
2sU2WLtS3QSvJBuIaug0ui,0.576,0.849,7,-7.811,1,0.0501,0.128,0.0,0.0499,0.889,152.926,4,39,174706,1999
7lrJtpPP3OFQXfYWbvSAa3,0.595,0.225,10,-16.395,1,0.0409,0.864,0.0182,0.114,0.728,86.704,4,37,300506,1962
1f5vL9c4BwRkBn6LHdWrkC,0.515,0.192,10,-16.137,0,0.0334,0.938,3.39e-05,0.0959,0.655,130.967,4,24,162426,1990
5By2XP4IPPuyumcE8c74gN,0.58,0.0921,9,-17.03,0,0.0403,0.844,0.0,0.256,0.317,109.649,3,37,249066,1992
6aNnVdpAQu8R0qGq5NMXyZ,0.433,0.631,5,-9.381,1,0.0458,0.199,0.0,0.271,0.654,129.493,4,46,282600,1963
34zhjduFdQFhkRUJ230h9T,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,4,62,185586,1958
59BrMMx45o2Q7GtJALMhAQ,0.392,0.683,8,-9.654,1,0.125,0.0639,0.000599,0.392,0.593,115.934,4,41,539360,1993
3bEECCaIejir3Amq4iTpCg,0.596,0.779,8,-11.361,1,0.0388,0.376,0.0134,0.231,0.798,109.533,4,53,258893,1971
4ep3h4btBtuxsNeLFVzq5A,0.621,0.274,3,-12.094,1,0.0514,0.986,0.63,0.113,0.523,84.788,4,17,195400,1923
5FWn20xrAQ1IdbA8Dml6pj,0.46,0.379,3,-12.862,1,0.0402,0.811,0.866,0.552,0.61,79.53,4,57,193573,1997
4vLYewWIvqHfKtJDk8c8tq,0.532,0.151,0,-17.266,1,0.0376,0.706,0.00136,0.116,0.211,136.759,4,62,562640,1959
4YkN3JlceD5n2aMqL1kFnH,0.529,0.44,5,-9.11,1,0.0302,0.742,1.05e-05,0.328,0.611,103.669,3,52,157386,1964
38xcUjiTP1ivfb7ObwjyGA,0.612,0.526,0,-8.558,0,0.0272,0.727,0.0331,0.183,0.594,129.341,4,55,429266,1962
5DhPjU2qaH5U2gIM5f9CIm,0.386,0.64,9,-13.176,1,0.0418,0.0238,0.000559,0.239,0.855,116.483,4,6,158546,1969
4PN5gbJNYWx9yQ6hJepPbG,0.644,0.157,7,-16.323,0,0.0407,0.991,0.92,0.101,0.448,82.251,4,42,252266,1994
25x4t3MC6HhmMsx1WAztg2,0.624,0.586,2,-11.576,1,0.0292,0.101,0.000156,0.641,0.748,90.316,4,39,289306,1987
21yrhUCoKO5gh8IeCpL5Kj,0.75,0.243,2,-11.374,0,0.0493,0.789,1.18e-06,0.121,0.568,125.123,4,44,148533,1962
3XgPo7U4PhQubpDLvwXAit,0.425,0.323,3,-11.295,1,0.0305,0.815,0.00147,0.127,0.171,109.952,4,48,272866,1999
742N6FKHvpxiufLeE6LE3h,0.541,0.578,5,-10.246,0,0.301,0.673,1.6e-05,0.622,0.69,136.393,4,13,566333,1994
41CHb7F7SXcmkj0h8wekeF,0.484,0.0823,7,-11.273,0,0.0364,0.98,2.47e-06,0.159,0.191,127.089,3,50,190800,1933
0zLisqJwBErrC3ja1cQc60,0.598,0.129,0,-20.3,1,0.0505,0.729,0.631,0.111,0.595,140.358,4,31,322933,1987
7HfkMSI8ocF8USz4kI8fIo,0.538,0.291,0,-8.937,0,0.0286,0.85,4.38e-06,0.133,0.285,92.405,4,49,175800,1999
3XvcgEkQfjasB5NnY8P4QA,0.177,0.622,5,-8.565,0,0.058,0.0253,3.55e-05,0.0419,0.431,204.322,3,38,398733,1963
5pwrRrUj38H0Ouj68n34JS,0.49,0.101,1,-16.229,1,0.0364,0.981,0.00946,0.112,0.295,73.797,3,33,172666,1954
6ve5lVpQw7Dn3cZMR66NVS,0.647,0.311,7,-10.678,1,0.0673,0.817,0.0,0.119,0.752,140.65,4,14,185960,1994
69HjF2qVW6u84YwgQUWDMf,0.434,0.184,0,-13.856,1,0.0272,0.955,5.49e-06,0.186,0.294,72.96,3,9,147706,1959
3cHh4UHYydBMYriaKh344H,0.627,0.386,6,-11.722,1,0.0715,0.983,0.897,0.131,0.811,128.259,4,5,162878,1965
3uGAI0r6SNsWTl0oF7w2Bo,0.629,0.0948,2,-18.296,0,0.0333,0.947,0.464,0.103,0.246,98.524,4,14,160893,1987
0CczH75yFBo53bVqLRvYn4,0.674,0.195,0,-19.334,1,0.0341,0.858,5.4e-05,0.324,0.594,100.101,4,57,151973,1960
6WplohlYIsmV0H6VTzIs2Z,0.5,0.0765,2,-14.364,0,0.0456,0.799,6.08e-05,0.493,0.167,113.451,4,9,297557,1960
3Z6aY997cM7QK28xjEF5EJ,0.611,0.361,1,-12.958,1,0.0285,0.797,0.622,0.0823,0.485,85.786,4,50,216600,1975
0CLbmkYmQIWiEwnsbOkLpd,0.37,0.586,5,-13.468,0,0.0581,0.485,1.96e-06,0.348,0.519,121.573,4,50,462866,1965
2NnzPJfLtwYtLa4uylZJCE,0.42,0.344,0,-17.502,1,0.0483,0.61,0.0268,0.0971,0.56,172.32,5,12,362693,1972
0kvJVfTSfgn5hFsWKC7C7j,0.506,0.424,0,-12.137,0,0.112,0.901,1.15e-06,0.135,0.783,97.515,4,6,482227,1974
3WOZ3wywcLV2vIAZG6zCWV,0.504,0.262,1,-10.79,1,0.0489,0.934,0.0,0.705,0.71,85.731,3,22,193840,1998
0aAdPAlrBJqqqkkhttZIKU,0.444,0.182,8,-10.393,1,0.0462,0.839,0.000411,0.114,0.325,80.417,4,55,244373,1994
4aThNuFztJ15YremppiZUJ,0.47,0.308,5,-18.663,1,0.0369,0.82,0.039,0.115,0.857,115.459,4,50,203466,1963
7f4svguucdFTOv6gOjOvhO,0.431,0.511,0,-8.052,0,0.0554,0.75,6.22e-05,0.332,0.664,174.922,4,37,733066,1956
3XUmfIhvnX1crrvuqB118p,0.668,0.539,10,-12.746,0,0.0312,0.604,0.812,0.0821,0.777,95.835,4,22,450320,1976
6yqbGOlhxaX8iVLkpIoPHd,0.338,0.0541,1,-20.998,1,0.0333,0.677,1.78e-05,0.212,0.0994,134.874,4,6,240506,1990
24KzSvEllbSo8bflE1aDpD,0.602,0.582,2,-10.19,0,0.0449,0.392,0.0612,0.607,0.716,77.477,4,31,417920,1981
3WmH2tJbogJcrVSrtdlMPO,0.591,0.641,2,-10.955,1,0.0429,0.666,0.0251,0.0828,0.717,80.917,4,40,241373,1980
2TJISmJ99lJ0GKnYoAzUKy,0.48,0.388,5,-19.294,1,0.182,0.861,0.0,0.109,0.615,166.958,4,5,136622,1900
5dJS5oBmC6wvJ2nNzl5hNo,0.396,0.705,5,-11.895,0,0.0379,0.0701,0.303,0.212,0.775,104.651,4,40,390640,1976
7auuTTjddIetIThE5nvSqE,0.389,0.21,0,-16.155,0,0.0368,0.917,0.855,0.889,0.219,104.482,4,16,520760,1954
3MRu7wA7ziRNf2cZr9gqtb,0.632,0.202,2,-13.068,0,0.0587,0.766,0.0,0.146,0.488,134.298,3,36,228066,1958
36DftpX7VLeobFohBgwVhx,0.475,0.227,5,-15.665,1,0.0692,0.74,0.00252,0.649,0.323,77.622,4,17,235626,1988
6ycfiLUZd4v3BG0guw3KWd,0.451,0.242,4,-10.538,1,0.0412,0.996,0.00216,0.297,0.495,133.117,3,2,203640,1991
4Ce66JznW8QbeyTdSzdGwR,0.581,0.672,8,-8.279,1,0.0602,0.104,0.856,0.0458,0.808,111.154,4,55,941360,1973
4il0mfrmW1vTctxmyyjsXT,0.619,0.121,1,-15.498,1,0.0826,0.896,7.53e-06,0.0945,0.262,119.837,4,22,174200,1959
6lAR6ieGCB2IV0pVfOiBVX,0.714,0.513,3,-13.29,1,0.0334,0.71,0.695,0.11,0.763,124.222,4,30,571440,1969
1YXW0lK8Epnz3B0PYKMhQ4,0.594,0.668,0,-11.158,1,0.0433,0.257,0.316,0.173,0.772,118.108,4,31,195973,1967
2SZn1lNmnGcK2DfgjkAHRU,0.495,0.301,7,-14.839,0,0.039,0.614,0.000319,0.0652,0.605,138.103,4,18,365106,1993
1OK0gxZ4O8XbXdHY8jQ9fD,0.756,0.468,4,-11.698,0,0.0455,0.00945,0.904,0.142,0.325,99.007,4,39,464066,1994
41Guegd93PvYZYwSGiiDav,0.565,0.0497,7,-24.639,0,0.043,0.909,0.000589,0.102,0.248,98.561,4,55,145733,1976
1alwyf7cdN1nmDA27FRs0F,0.412,0.286,2,-13.584,0,0.0281,0.738,0.0345,0.177,0.249,112.589,3,32,138826,1958
4QelFzhVgLomeQhvKrwM1S,0.376,0.246,10,-9.803,1,0.0286,0.862,0.0,0.155,0.282,80.167,1,59,168093,1962
5FWn20xrAQ1IdbA8Dml6pj,0.46,0.379,3,-12.862,1,0.0402,0.811,0.866,0.552,0.61,79.53,4,57,193573,1997
50BIyfMpmfeWRscszOOMD4,0.613,0.446,1,-15.556,1,0.0306,0.473,0.961,0.0883,0.666,82.075,4,41,195080,1973
7pDtV4w3nX2DRvSetrcryj,0.562,0.441,2,-13.36,1,0.0315,0.559,0.000319,0.265,0.54,109.983,4,31,236346,1980
65VFhuessiHOHUn8f2FIEF,0.4,0.0382,5,-20.073,0,0.0533,0.965,0.000143,0.11,0.178,92.509,1,13,268453,1964
5q3oGGjP28qdrC6lIf0hbR,0.424,0.473,1,-10.755,1,0.0316,0.0196,0.831,0.738,0.823,114.249,4,42,136373,1962
